,name,link,status,adress,square,coords,longitude,latitude,Класс:,rating
279,[' БЦ Виктория Плаза'],https://www.arendator.ru/objects/8955-viktoriya_plaza-1/,torg_office_cntr,"['г. Москва, ЦАО, Басманный, Бауманская улица 6 стр.2']",27000.0,"[55.7762864, 37.6756319]",37.6756319,55.7762864,A,50.0
280,[' БЦ Большая Черкизовская 5'],https://www.arendator.ru/objects/9401-bolshaya_cherkizovskaya_5/,torg_office_cntr,"['г. Москва, Черкизовская Б. улица 5 корп.8 стр.1']",2500.0,"[55.799161, 37.7182399]",37.7182399,55.799161,B+,50.0
281,[' Коворкинг Рабочая Станция Парк Горького'],https://www.arendator.ru/objects/32761-rabochaya_stanciya_park_gorkogo/,torg_office_cntr,"['г. Москва, ЮЗАО, Гагаринский, Ленинский проспект 30а']",,"[55.7064298, 37.5766792]",37.5766792,55.7064298,,50.0
282,[' Бизнес-квартал Офисный Комплекс на Летниковской'],https://www.arendator.ru/objects/24193-ofisnyj_kompleks_na_letnikovskoj/,torg_office_cntr,"['г. Москва, ЮАО, Даниловский, Летниковская улица 11']",40000.0,"[55.7261503, 37.6452872]",37.6452872,55.7261503,B,50.0
283,[' Коворкинг ЭкоСокольники'],https://www.arendator.ru/objects/35241-ekosokolniki/,torg_office_cntr,"['г. Москва, Лучевой 4-й просек  4']",,"[55.80118719999999, 37.6725242]",37.6725242,55.80118719999999,,50.0
284,[' Офисно-жилой комплекс на Тверской 28'],https://www.arendator.ru/objects/7318-na_tverskoj_28/,torg_office_cntr,"['г. Москва, ЦАО, Тверской, Тверская улица 28 корп.2']",17071.0,"[55.7695109, 37.598808]",37.598808,55.7695109,B,50.0
285,[' БЦ Авиамоторная 8а'],https://www.arendator.ru/objects/9319-aviamotornaya_8a/,torg_office_cntr,"['г. Москва, ЮВАО, Лефортово, Авиамоторная улица 8А стр.5']",8600.0,"[55.75474999999999, 37.713427]",37.713427,55.75474999999999,B,50.0
286,[' Офисно-жилой комплекс Петров Дом'],https://www.arendator.ru/objects/30546-petrov_dom-1/,torg_office_cntr,"['г. Москва, ЦАО, Тверской, Дмитровский переулок 7']",,"[55.76239349999999, 37.6161772]",37.6161772,55.76239349999999,A,50.0
287,[' БЦ Lootch (Луч)'],https://www.arendator.ru/objects/9353-lootch_luch/,torg_office_cntr,"['г. Москва, Пироговская Б. улица 27 стр.1']",30000.0,"[55.7300852, 37.5677955]",37.5677955,55.7300852,A,50.0
288,[' БЦ Навигатор'],https://www.arendator.ru/objects/8610-navigator-3/,torg_office_cntr,"['г. Москва, ЮЗАО, Обручевский, Новаторов улица 7 А корпус 2']",5500.0,"[55.665763, 37.5175912]",37.5175912,55.665763,B+,50.0
289,"[' Деловой центр Цветной, 26']",https://www.arendator.ru/objects/32155-cvetnoj_26/,torg_office_cntr,"['г. Москва, ЦАО, Мещанский, Цветной бульвар 26с1']",15000.0,"[55.771297, 37.6223994]",37.6223994,55.771297,A,50.0
290,[' Офисно-жилой комплекс Коштоянца 12'],https://www.arendator.ru/objects/8249-koshtoyanca_12/,torg_office_cntr,"['г. Москва, ЗАО, Проспект Вернадского, Коштоянца улица 12']",10000.0,"[55.6770538, 37.4853191]",37.4853191,55.6770538,A,50.0
291,[' Бизнес-квартал Симонов Плаза'],https://www.arendator.ru/objects/30207-simonov_plaza-1/,torg_office_cntr,"['г. Москва, Ленинская  26с5']",65600.0,"[55.61527299999999, 37.7867794]",37.7867794,55.61527299999999,B+,50.0
292,[' БЦ Москвич'],https://www.arendator.ru/objects/9255-moskvich/,torg_office_cntr,"['г. Москва, ЮВАО, Нижегородский, Волгоградский проспект 42 корп.8']",15000.0,"[55.710919, 37.719336]",37.719336,55.710919,B+,50.0
293,[' Офисно-складской комплекс на Почтовой 29'],https://www.arendator.ru/objects/8107-na_pochtovoj_29/,torg_office_cntr,"['г. Солнечногорск (Солнечногорский р-н, Московская обл), Почтовая улица 29']",4888.0,"[56.182282, 36.980626]",36.980626,56.182282,C,50.0
294,[' Торгово-офисный центр Рогожская Застава'],https://www.arendator.ru/objects/9713-rogozhskaya_zastava-1/,torg_office_cntr,"['г. Москва, Энтузиастов бульвар 7А']",21530.0,"[55.74667789999999, 37.6820676]",37.6820676,55.74667789999999,,50.0
295,[' Офисно-жилой комплекс на Мясницкой 24/7'],https://www.arendator.ru/objects/7134-na_myasnickoj_247/,torg_office_cntr,"['г. Москва, ЦАО, Красносельский, Мясницкая улица 24/7']",3000.0,"[55.76344229999999, 37.6359459]",37.6359459,55.76344229999999,B+,50.0
296,[' Офисно-жилой комплекс Гусятников 13'],https://www.arendator.ru/objects/7510-gusyatnikov_13/,torg_office_cntr,"['г. Москва, ЦАО, Басманный, Гусятников переулок 13/3Б стр.1']",3423.0,"[55.76392000000001, 37.64290099999999]",37.64290099999999,55.76392000000001,B,50.0
297,[' Офисное здание на улице Солженицына'],https://www.arendator.ru/objects/8503-na_ulice_solzhenicyna/,torg_office_cntr,"['г. Москва, ЦАО, Таганский, Александра Солженицына улица 17 стр.9']",530.0,"[55.7439548, 37.6620651]",37.6620651,55.7439548,B,50.0
298,[' Технопарк Тиснум'],https://www.arendator.ru/objects/32477-tisnum-1/,torg_office_cntr,"['ТАО (г. Москва), ТАО, Научная улица 3Б5Б7']",4200.0,"[55.755826, 37.6172999]",37.6172999,55.755826,,50.0
299,"[' Торгово-офисный центр Неверовского, 9']",https://www.arendator.ru/objects/7477-neverovskogo_9/,torg_office_cntr,"['г. Москва, ЗАО, Дорогомилово, Неверовского улица 9']",3800.0,"[55.73801, 37.510233]",37.510233,55.73801,B,50.0
300,[' БЦ Зенит Плаза'],https://www.arendator.ru/objects/8741-zenit_plaza/,torg_office_cntr,"['г. Москва, СЗАО, Строгино, Маршала Прошлякова улица 30']",25000.0,"[55.7891317, 37.3999728]",37.3999728,55.7891317,A,50.0
301,[' Офисное здание Ленинский 15'],https://www.arendator.ru/objects/8510-leninskij_15/,torg_office_cntr,"['г. Москва, ЮАО, Донской, Ленинский проспект 15']",8139.0,"[55.7202346, 37.5994359]",37.5994359,55.7202346,B,50.0
302,[' БЦ Яковоапостольский'],https://www.arendator.ru/objects/9406-yakovoapostolskij-2/,torg_office_cntr,"['г. Москва, ЦАО, Басманный, Яковоапостольский переулок 12 стр.1']",10400.0,"[55.7588855, 37.65627870000001]",37.65627870000001,55.7588855,A,50.0
303,[' БЦ Fresh'],https://www.arendator.ru/objects/9323-fresh/,torg_office_cntr,"['г. Москва, ЮЗАО, Коньково, Бутлерова улица 17Б']",20000.0,"[55.6483311, 37.5409678]",37.5409678,55.6483311,B,50.0
304,[' БЦ Marr Plaza'],https://www.arendator.ru/objects/9015-marr_plaza/,torg_office_cntr,"['г. Москва, ЦАО, Пресненский, Сергея Макеева улица 13']",34500.0,"[55.763319, 37.551117]",37.551117,55.763319,A,50.0
305,[' БЦ Красный богатырь'],https://www.arendator.ru/objects/24731-krasnyj_bogatyr/,torg_office_cntr,"['г. Москва, ВАО, Преображенское, Краснобогатырская улица 2']",135000.0,"[55.8138672, 37.69442859999999]",37.69442859999999,55.8138672,B,50.0
306,[' Офисное здание на 1-м Зачатьевском'],https://www.arendator.ru/objects/7425-na_1-m_zachatevskom/,torg_office_cntr,"['г. Москва, ЦАО, Хамовники, Зачатьевский 1-й переулок 15']",785.0,"[55.74003519999999, 37.6019335]",37.6019335,55.74003519999999,B+,50.0
307,[' Бизнес-парк Авиа Плаза'],https://www.arendator.ru/objects/8897-avia_plaza/,torg_office_cntr,"['г. Москва, ЮВАО, Лефортово, Авиамоторная улица 10 к.1']",40000.0,"[55.754167, 37.7152471]",37.7152471,55.754167,A,50.0
308,[' Офисное здание на Долгоруковской 17'],https://www.arendator.ru/objects/7450-na_dolgorukovskoj_17/,torg_office_cntr,"['г. Москва, ЦАО, Тверской, Долгоруковская улица 17']",1000.0,"[55.77467799999999, 37.6033641]",37.6033641,55.77467799999999,B+,50.0
309,[' Коворкинг Регус Ситидел'],https://www.arendator.ru/objects/33752-regus_sitidel/,torg_office_cntr,"['г. Москва, ЦАО, Басманный, Земляной Вал улица 9']",,"[55.7616884, 37.6582699]",37.6582699,55.7616884,,50.0
310,[' БЦ Бизнес центр на Малой Дмитровке'],https://www.arendator.ru/objects/7918-biznes_centr_na_maloj_dmitrovke/,torg_office_cntr,"['г. Москва, Дмитровка М. улица 18 Ф']",5000.0,"[55.771183, 37.605593]",37.605593,55.771183,A,50.0
311,[' Коворкинг Ключ Трёхгорка'],https://www.arendator.ru/objects/32770-klyuch_trhgorka/,torg_office_cntr,"['г. Москва, ЦАО, Пресненский, Рочдельская улица 15с17']",,"[55.7562107, 37.566071]",37.566071,55.7562107,,50.0
312,[' Отдельно стоящее здание со своей территорией на улице Малая Семёновская'],https://www.arendator.ru/objects/32614-so_svoej_territoriej_na_ulice_malaya_semnovskaya/,torg_office_cntr,"['г. Москва, ВАО, Преображенское, Семеновская М. улица 11Ас4']",2500.0,"[55.784823, 37.7101403]",37.7101403,55.784823,B,50.0
313,[' Офисное здание Петровка 24'],https://www.arendator.ru/objects/7418-petrovka_24/,torg_office_cntr,"['г. Москва, ЦАО, Тверской, Петровка улица 24  стр.5']",302.0,"[55.7655395, 37.6166671]",37.6166671,55.7655395,B,50.0
314,[' БЦ Эрикссон'],https://www.arendator.ru/objects/9062-eriksson/,torg_office_cntr,"['г. Москва, ЮЗАО, Южное Бутово, 8 Марта улица 12']",8515.0,"[55.50832699999999, 37.582458]",37.582458,55.50832699999999,B+,50.0
315,[' БЦ на Флотской 5'],https://www.arendator.ru/objects/7372-na_flotskoj_5/,torg_office_cntr,"['г. Москва, САО, Левобережный, Флотская улица 5']",1000.0,"[55.85234380000001, 37.4948774]",37.4948774,55.85234380000001,B,50.0
316,[' БЦ Vereyskaya Plaza 2'],https://www.arendator.ru/objects/9273-vereyskaya_plaza_2/,torg_office_cntr,"['г. Москва, ЗАО, Можайский, Верейская улица 17']",40000.0,"[55.70956870000001, 37.4410461]",37.4410461,55.70956870000001,B,50.0
317,[' Коворкинг Регус Гринвуд'],https://www.arendator.ru/objects/33760-regus_grinvud/,torg_office_cntr,"['п/о. Путилково (Красногорский р-н, Московская обл)']",,"[55.86340819999999, 37.3949996]",37.3949996,55.86340819999999,,50.0
318,[' БЦ Icn Building'],https://www.arendator.ru/objects/9279-icn_building/,torg_office_cntr,"['г. Москва, ЦАО, Хамовники, Усачева улица 24']",8500.0,"[55.7279606, 37.5687074]",37.5687074,55.7279606,B,50.0
319,[' БЦ Дигалта Сокол Центр'],https://www.arendator.ru/objects/9010-digalta_sokol_centr/,torg_office_cntr,"['г. Москва, САО, Сокол, Ленинградский проспект 80 корп.5']",3363.0,"[55.80988499999999, 37.506166]",37.506166,55.80988499999999,B,50.0
320,[' БЦ Калитники'],https://www.arendator.ru/objects/30198-kalitniki/,torg_office_cntr,"['г. Москва, ЮВАО, Нижегородский, Талалихина улица 41с26']",20000.0,"[55.72806629999999, 37.6813264]",37.6813264,55.72806629999999,B,50.0
321,[' БЦ Чермянский'],https://www.arendator.ru/objects/9208-chermyanskij/,torg_office_cntr,"['г. Москва, СВАО, Северное Медведково, Чермянский проезд 7']",16400.0,"[55.888849, 37.6325867]",37.6325867,55.888849,B,50.0
322,[' БЦ Полларс'],https://www.arendator.ru/objects/9402-pollars/,torg_office_cntr,"['г. Москва, ЮАО, Даниловский, Дербеневская набережная 11']",54386.0,"[55.7213953, 37.6542182]",37.6542182,55.7213953,B+,50.0
323,[' Особняк Спектр Таганский'],https://www.arendator.ru/objects/32410-spektr_taganskij/,torg_office_cntr,"['г. Москва, ЦАО, Таганский, Воронцовская улица 20']",8408.0,"[55.73731900000001, 37.6580949]",37.6580949,55.73731900000001,,50.0
324,[' БЦ Южный Порт'],https://www.arendator.ru/objects/8084-yuzhnyj_port/,torg_office_cntr,"['г. Москва, ЮВАО, Печатники, Южнопортовый 2-й проезд 16 ст3']",100000.0,"[55.6997331, 37.6930476]",37.6930476,55.6997331,B+,50.0
325,[' БЦ Алкон'],https://www.arendator.ru/objects/9366-alkon/,torg_office_cntr,"['г. Москва, САО, Аэропорт, Ленинградский проспект вл 72']",102177.0,"[55.8052441, 37.5222458]",37.5222458,55.8052441,A,50.0
326,[' Бизнес-парк Arcus  I  II  III'],https://www.arendator.ru/objects/8992-arcus__i__ii__iii/,torg_office_cntr,"['г. Москва, САО, Сокол, Ленинградский проспект 37А к14']",14700.0,"[55.7972215, 37.5384007]",37.5384007,55.7972215,B,50.0
327,[' Деловой квартал Сириус Парк'],https://www.arendator.ru/objects/10157-sirius_park/,torg_office_cntr,"['г. Москва, ЮАО, Нагатино-Садовники, Каширское шоссе 3к2']",85000.0,"[55.673357, 37.632506]",37.632506,55.673357,B+,50.0
328,[' Офисное здание на Рязанском 73'],https://www.arendator.ru/objects/7337-na_ryazanskom_73/,torg_office_cntr,"['г. Москва, ЦАО, Красносельский, Рязанский проезд 73']",11000.0,"[55.7716601, 37.6539005]",37.6539005,55.7716601,B,50.0
329,[' БЦ Авилон Плаза'],https://www.arendator.ru/objects/9666-avilon_plaza/,torg_office_cntr,"['г. Москва, ЮВАО, Нижегородский, Волгоградский проспект 43 корп 3']",46000.0,"[55.7140868, 37.71838169999999]",37.71838169999999,55.7140868,A,50.0
330,[' Торгово-офисный центр на Варшавском шоссе'],https://www.arendator.ru/objects/32536-na_varshavskom_shosse/,torg_office_cntr,"['г. Москва, ЮАО, Нагорный, Варшавское шоссе 26с11']",11000.0,"[55.6848221, 37.6218802]",37.6218802,55.6848221,B,50.0
331,[' БЦ Контакт'],https://www.arendator.ru/objects/9237-kontakt/,torg_office_cntr,"['г. Москва, ЮВАО, Нижегородский, Остаповский проезд 5с1']",40000.0,"[55.72279, 37.703196]",37.703196,55.72279,B,50.0
332,[' БЦ Мосаларко Плаза I'],https://www.arendator.ru/objects/9194-mosalarko_plaza_i/,torg_office_cntr,"['г. Москва, ЦАО, Таганский, Марксистская улица 16']",8500.0,"[55.73905329999999, 37.6588183]",37.6588183,55.73905329999999,A,50.0
333,[' Деловой квартал АРМА (Завод Арма)'],https://www.arendator.ru/objects/24205-arma_zavod_arma/,torg_office_cntr,"['г. Москва, Нижний Сусальный  5']",50000.0,"[55.7609898, 37.6626417]",37.6626417,55.7609898,B+,50.0
334,[' БЦ Pallau-Md'],https://www.arendator.ru/objects/9414-pallau-md/,torg_office_cntr,"['г. Москва, Дмитровка М. улица 7']",14709.0,"[55.76838919999999, 37.6057345]",37.6057345,55.76838919999999,A,50.0
335,[' БЦ Цветной бульвар 11'],https://www.arendator.ru/objects/9093-cvetnoj_bulvar_11/,torg_office_cntr,"['г. Москва, ЦАО, Мещанский, Цветной бульвар 11 стр.6']",5073.0,"[55.769757, 37.62009]",37.62009,55.769757,B,50.0
336,[' Технопарк БизнесDEPO'],https://www.arendator.ru/objects/8834-biznesdepo/,torg_office_cntr,"['г. Москва, СВАО, Лианозово, Новгородская улица 1']",40000.0,"[55.89390299999999, 37.577276]",37.577276,55.89390299999999,,50.0
337,[' Коворкинг ТутШьют'],https://www.arendator.ru/objects/32911-tutshyut/,torg_office_cntr,"['г. Москва, ЮАО, Чертаново Северное, Сумской проезд 12к3']",,"[55.635577, 37.6085501]",37.6085501,55.635577,,50.0
338,[' Офисное здание Стромынка 11'],https://www.arendator.ru/objects/8320-stromynka_11/,torg_office_cntr,"['г. Москва, ВАО, Сокольники, Стромынка улица 11']",3719.0,"[55.7943568, 37.6922061]",37.6922061,55.7943568,C,50.0
339,[' Торгово-офисный центр Лотос'],https://www.arendator.ru/objects/28376-lotos-2/,torg_office_cntr,"['г. Электросталь (Московская обл), Мира улица 24с1']",2386.0,"[55.7736184, 38.4461808]",38.4461808,55.7736184,,50.0
340,[' БЦ Grand Setun Plaza'],https://www.arendator.ru/objects/9196-grand_setun_plaza-1/,torg_office_cntr,"['г. Москва, ЗАО, Можайский, Горбунова улица 2']",75462.0,"[55.724961, 37.3971612]",37.3971612,55.724961,B+,50.0
341,[' БЦ Ленинградский 72'],https://www.arendator.ru/objects/9238-leningradskij_72/,torg_office_cntr,"['г. Москва, САО, Сокол, Ленинградский проспект 72 корп.4']",8300.0,"[55.804617, 37.5153275]",37.5153275,55.804617,B,50.0
342,[' Офисное здание на Большой Никитской 17/2'],https://www.arendator.ru/objects/7458-na_bolshoj_nikitskoj_172/,torg_office_cntr,"['г. Москва, ЦАО, Пресненский, Никитская Б. улица 17/2']",2000.0,"[55.756667, 37.603257]",37.603257,55.756667,A,50.0
343,[' БЦ Yauza Plaza 2'],https://www.arendator.ru/objects/8982-yauza_plaza_2-1/,torg_office_cntr,"['г. Москва, ЦАО, Басманный, Радио улица 24 корп.2']",8230.0,"[55.762511, 37.683525]",37.683525,55.762511,B+,50.0
344,[' БЦ Чайка Плаза 7'],https://www.arendator.ru/objects/7358-chajka_plaza_7/,torg_office_cntr,"['г. Москва, ЦАО, Тверской, Новослободская улица 41']",11267.0,"[55.78334899999999, 37.5969229]",37.5969229,55.78334899999999,A,50.0
345,[' БЦ Вниинефтемаш'],https://www.arendator.ru/objects/9114-vniineftemash/,torg_office_cntr,"['г. Москва, ЮАО, Даниловский, Рощинский 4-й проезд 19']",10000.0,"[55.7055956, 37.6117291]",37.6117291,55.7055956,B+,50.0
346,[' БЦ Бакунинский'],https://www.arendator.ru/objects/9056-bakuninskij/,torg_office_cntr,"['г. Москва, ЦАО, Басманный, Бакунинская улица 71Б 10']",26000.0,"[55.779842, 37.691955]",37.691955,55.779842,B,50.0
347,"[' Бизнес-парк Орджоникидзе, 11']",https://www.arendator.ru/objects/9163-ordzhonikidze_11/,torg_office_cntr,"['г. Москва, ЮАО, Донской, Орджоникидзе улица 11']",50000.0,"[55.7063861, 37.5962942]",37.5962942,55.7063861,B,50.0
348,[' Деловой квартал STONE Towers'],https://www.arendator.ru/objects/49864-stone_towers/,torg_office_cntr,"['г. Москва, САО, Беговой, Бумажный проезд 19']",60000.0,"[55.78981599999999, 37.5860789]",37.5860789,55.78981599999999,A,50.0
349,[' Офисное здание Мамоновский 4'],https://www.arendator.ru/objects/7255-mamonovskij_4/,torg_office_cntr,"['г. Москва, ЦАО, Тверской, Мамоновский переулок 4']",1000.0,"[55.76581729999999, 37.5981695]",37.5981695,55.76581729999999,B,50.0
350,[' БЦ iCity'],https://www.arendator.ru/objects/49827-icity/,torg_office_cntr,"['г. Москва, \u200bШмитовский  вл37']",138000.0,"[55.7555621, 37.5307462]",37.5307462,55.7555621,A,50.0
351,[' БЦ Victory Plaza'],https://www.arendator.ru/objects/9152-victory_plaza/,torg_office_cntr,"['г. Москва, САО, Хорошевский, Викторенко улица 5 стр.1']",31014.0,"[55.79921299999999, 37.5294836]",37.5294836,55.79921299999999,A,50.0
352,[' Офисное здание на Никитском 5'],https://www.arendator.ru/objects/7306-na_nikitskom_5/,torg_office_cntr,"['г. Москва, ЦАО, Арбат, Никитский бульвар 5']",13000.0,"[55.75347499999999, 37.600115]",37.600115,55.75347499999999,A,50.0
353,[' БЦ Вавилова 47а'],https://www.arendator.ru/objects/9445-vavilova_47a/,torg_office_cntr,"['г. Москва, ЮЗАО, Академический, Вавилова улица 47А стр.1']",4000.0,"[55.69295899999999, 37.56674]",37.56674,55.69295899999999,B,50.0
354,"[' БЦ Савелкинский проезд, 4']",https://www.arendator.ru/objects/8646-savelkinskij_proezd_4/,torg_office_cntr,"['г. Москва, Зеленоград, Савелки, Савелкинский проезд 4']",25000.0,"[55.9911299, 37.2172575]",37.2172575,55.9911299,B+,50.0
355,[' Коворкинг GrowUp Москва'],https://www.arendator.ru/objects/32913-growup_moskva/,torg_office_cntr,"['г. Москва, САО, Войковский, Космонавта Волкова улица 6А']",,"[55.815296, 37.5127351]",37.5127351,55.815296,,50.0
356,[' Офисное здание Новая Рига'],https://www.arendator.ru/objects/8797-novaya_riga-1/,torg_office_cntr,"['г. Москва, Проезд 607  3 стр.2']",6798.0,"[55.78856099999999, 37.398018]",37.398018,55.78856099999999,A,50.0
357,[' БЦ Лихоборы'],https://www.arendator.ru/objects/9343-lihobory-1/,torg_office_cntr,"['г. Москва, Лихачевский 2-ой  1 стр.11']",5000.0,"[55.845685, 37.524219]",37.524219,55.845685,B,50.0
358,[' БЦ Gorky Park Tower'],https://www.arendator.ru/objects/9331-gorky_park_tower-2/,torg_office_cntr,"['г. Москва, ЮАО, Донской, Ленинский проспект 15А']",33350.0,"[55.7208305, 37.6007949]",37.6007949,55.7208305,A,50.0
359,[' БЦ Кирпичный'],https://www.arendator.ru/objects/8937-kirpichnyj/,torg_office_cntr,"['г. Москва, ВАО, Соколиная гора, Кирпичный 1-й переулок 2']",1000.0,"[55.778807, 37.731764]",37.731764,55.778807,B+,50.0
360,[' БЦ Парк Хуамин'],https://www.arendator.ru/objects/49246-park_huamin/,torg_office_cntr,"['г. Москва, СВАО, Ростокино, Вильгельма Пика улица 14']",24800.0,"[55.8395526, 37.6356283]",37.6356283,55.8395526,A,50.0
361,[' БЦ Port Plaza (Порт Плаза)'],https://www.arendator.ru/objects/9173-port_plaza_port_plaza/,torg_office_cntr,"['г. Москва, Проектируемый  6 стр.1']",62600.0,"[55.755826, 37.6172999]",37.6172999,55.755826,B+,50.0
362,[' Офисное здание на Фурманном 9/12'],https://www.arendator.ru/objects/7216-na_furmannom_912/,torg_office_cntr,"['г. Москва, ЦАО, Басманный, Фурманный переулок 9/12']",2161.0,"[55.7642778, 37.64885200000001]",37.64885200000001,55.7642778,B,50.0
363,[' БЦ Crystal Plaza (Кристалл Плаза)'],https://www.arendator.ru/objects/9404-crystal_plaza_kristall_plaza/,torg_office_cntr,"['г. Москва, ЦАО, Замоскворечье, Садовническая улица 14 стр.2']",7000.0,"[55.74681, 37.629221]",37.629221,55.74681,A,50.0
364,[' БЦ Tupolev Plaza 2'],https://www.arendator.ru/objects/8890-tupolev_plaza_2/,torg_office_cntr,"['г. Москва, ЦАО, Басманный, Академика Туполева набережная 15 корп.22']",10000.0,"[55.76172099999999, 37.6789879]",37.6789879,55.76172099999999,B+,50.0
365,[' БЦ Профсоюзная 125'],https://www.arendator.ru/objects/9350-profsoyuznaya_125/,torg_office_cntr,"['г. Москва, ЮЗАО, Ясенево, Профсоюзная улица 125']",17700.0,"[55.6216527, 37.5101084]",37.5101084,55.6216527,B,50.0
366,[' БЦ Art Building'],https://www.arendator.ru/objects/8999-art_building-1/,torg_office_cntr,"['г. Москва, ЦАО, Таганский, Земляной Вал улица 66/20']",30000.0,"[55.745211, 37.654567]",37.654567,55.745211,B,50.0
367,[' БЦ Бутырская 76'],https://www.arendator.ru/objects/8910-butyrskaya_76/,torg_office_cntr,"['г. Москва, СВАО, Бутырский, Бутырская улица 76 стр.1']",8900.0,"[55.804232, 37.583412]",37.583412,55.804232,B,50.0
368,[' Офисное здание на Большом Дровяном'],https://www.arendator.ru/objects/7500-na_bolshom_drovyanom/,torg_office_cntr,"['г. Москва, ЦАО, Таганский, Дровяной Б. переулок 20 стр.2']",1713.0,"[55.7462951, 37.6591059]",37.6591059,55.7462951,A,50.0
369,[' БЦ Чайка Плаза 4'],https://www.arendator.ru/objects/7357-chajka_plaza_4/,torg_office_cntr,"['г. Москва, ЦАО, Мещанский, Щепкина улица 42 стр.2а']",8270.0,"[55.7826197, 37.62984]",37.62984,55.7826197,A,50.0
370,[' Коворкинг Artplay (АртПлэй)'],https://www.arendator.ru/objects/32759-artplay_artplej/,torg_office_cntr,"['г. Москва, Нижняя Сыромятническая  10с2']",,"[55.752043, 37.670724]",37.670724,55.752043,,50.0
371,[' Коворкинг Регус Военторг'],https://www.arendator.ru/objects/33761-regus_voentorg/,torg_office_cntr,"['г. Москва, ЦАО, Арбат, Воздвиженка улица 10']",,"[55.7531784, 37.6062814]",37.6062814,55.7531784,,50.0
372,[' БЦ на Большом Черкасском'],https://www.arendator.ru/objects/7249-na_bolshom_cherkasskom/,torg_office_cntr,"['г. Москва, ЦАО, Тверской, Черкасский Б. переулок 15']",1000.0,"[55.7566358, 37.6269958]",37.6269958,55.7566358,B+,50.0
373,[' БЦ Диапазон'],https://www.arendator.ru/objects/8789-diapazon/,torg_office_cntr,"['г. Москва, СЗАО, Щукино, Волоколамский 1-й проезд 10с1']",46000.0,"[55.8036797, 37.4901686]",37.4901686,55.8036797,B+,50.0
374,[' Торгово-офисный центр Ярославчик'],https://www.arendator.ru/objects/16394-yaroslavchik/,torg_office_cntr,"['г. Москва, СВАО, Ярославский, Ярославское шоссе 137']",3639.0,"[55.87909510000001, 37.7202698]",37.7202698,55.87909510000001,B,50.0
375,[' Офисное здание на Малой Калужской 15'],https://www.arendator.ru/objects/7196-na_maloj_kaluzhskoj_15/,torg_office_cntr,"['г. Москва, ЮАО, Донской, Калужская М. улица 15']",10000.0,"[55.7183824, 37.6008767]",37.6008767,55.7183824,B+,50.0
376,[' Офисное здание Большая Ордынка 32'],https://www.arendator.ru/objects/7463-bolshaya_ordynka_32/,torg_office_cntr,"['г. Москва, ЦАО, Якиманка, Ордынка Б. улица 32']",1000.0,"[55.738463, 37.6240289]",37.6240289,55.738463,C,50.0
377,[' Коворкинг Регус Проспект Мира'],https://www.arendator.ru/objects/33765-regus_prospekt_mira/,torg_office_cntr,"['г. Москва, ЦАО, Мещанский, Мира проспект 40']",,"[55.780227, 37.6335184]",37.6335184,55.780227,,50.0
378,[' БЦ на Обыденском'],https://www.arendator.ru/objects/9466-na_obydenskom/,torg_office_cntr,"['г. Москва, Обыденский 2-ой  5']",800.0,"[55.74166959999999, 37.6039267]",37.6039267,55.74166959999999,B,50.0
379,[' Офисное здание на Иркутской 17'],https://www.arendator.ru/objects/8461-na_irkutskoj_17/,torg_office_cntr,"['г. Москва, ВАО, Гольяново, Иркутская улица 17 3']",2200.0,"[55.82433899999999, 37.78316909999999]",37.78316909999999,55.82433899999999,B+,50.0
380,[' Деловой центр Нагатинская-1'],https://www.arendator.ru/objects/35102-nagatinskaya-1/,torg_office_cntr,"['г. Москва, ЮАО, Нагатино-Садовники, Нагатинская улица 1с21']",58000.0,"[55.6825573, 37.6251209]",37.6251209,55.6825573,B,50.0
381,[' Бизнес-квартал Можайский'],https://www.arendator.ru/objects/24894-mozhajskij-1/,torg_office_cntr,"['г. Москва, ЗАО, Можайский, Сколковское шоссе 31с2']",41077.0,"[55.7051986, 37.4053869]",37.4053869,55.7051986,B,50.0
382,[' БЦ Садовническая'],https://www.arendator.ru/objects/7548-sadovnicheskaya/,torg_office_cntr,"['г. Москва, ЦАО, Замоскворечье, Садовническая улица 24/3']",,"[55.7466795, 37.6315473]",37.6315473,55.7466795,A,50.0
383,[' БЦ Новоостаповский'],https://www.arendator.ru/objects/9253-novoostapovskij-1/,torg_office_cntr,"['г. Москва, ЮВАО, Южнопортовый, Шарикоподшипниковская улица 13 стр.62']",13096.0,"[55.7181602, 37.6775567]",37.6775567,55.7181602,B+,50.0
384,[' Офисное здание Офисы на Большой Татарской улице'],https://www.arendator.ru/objects/8463-ofisy_na_bolshoj_tatarskoj_ulice/,torg_office_cntr,"['г. Москва, Татарская Б. улица 38/1']",857.0,"[55.7374963, 37.63476980000001]",37.63476980000001,55.7374963,B,50.0
385,[' Офисное здание на Большой Коммунистической'],https://www.arendator.ru/objects/7108-na_bolshoj_kommunisticheskoj/,torg_office_cntr,"['г. Москва, Б Коммунистическая  5 стр.2']",1100.0,"[55.755826, 37.6172999]",37.6172999,55.755826,A,50.0
386,[' Офисное здание на Большой Дмитровке 9Б'],https://www.arendator.ru/objects/7526-na_bolshoj_dmitrovke_9b/,torg_office_cntr,"['г. Москва, ЦАО, Тверской, Дмитровка Б. улица 9Б стр.1']",450.0,"[55.76148269999999, 37.6142007]",37.6142007,55.76148269999999,B,50.0
