,name,link,status,adress,square,coords,longitude,latitude,rating,Класс:
447,ТорговыйцентрМарьинскийпассаж,https://roomfi.ru/torgovye-tsentry/51146-torgovyy-tsentr-marinskiy-passazh/,torg_cntr,"Москва, Люблинская улица, 102А",11000.0,"[55.652414, 37.74219290000001]",37.74219290000001,55.652414,50.0,Not_defined
448,Бизнес-кварталCentralStreet(ЦентралСтрит),https://roomfi.ru/torgovye-tsentry/50959-biznes-kvartal-central-street/,torg_cntr,"Москва, Спартаковская площадь, 1Ас2",13000.0,"[55.776625, 37.6807682]",37.6807682,55.776625,50.0,Not_defined
449,ТорговыйцентрВолгоградский,https://roomfi.ru/torgovye-tsentry/51577-torgovyy-tsentr-volgogradskiy/,torg_cntr,"Москва, Волгоградский проспект, 32к8",13000.0,"[55.73056, 37.6723909]",37.6723909,55.73056,50.0,Not_defined
450,ТорговыйцентрРитейлПарк,https://roomfi.ru/torgovye-tsentry/51147-torgovyy-tsentr-riteyl-park/,torg_cntr,"Москва, Варшавское шоссе, 97",47000.0,"[55.6334259, 37.6240016]",37.6240016,55.6334259,50.0,Not_defined
451,ТорговыйцентрПланетадетства,https://roomfi.ru/torgovye-tsentry/51185-torgovyy-tsentr-planeta-detstva/,torg_cntr,"Москва, Панфиловский проспект",2100.0,"[55.9934092, 37.1878831]",37.1878831,55.9934092,50.0,Not_defined
452,ТорговыйцентрМетромаркетнаТимирязевской,https://roomfi.ru/torgovye-tsentry/51051-torgovyy-tsentr-metromarket-na-timiryazevskoy/,torg_cntr,"Москва, Дмитровское шоссе, 13А",8000.0,"[55.8191364, 37.5733688]",37.5733688,55.8191364,50.0,Not_defined
453,ТорговыйцентрПерсейдлядетей,https://roomfi.ru/torgovye-tsentry/51256-torgovyy-tsentr-persey-dlya-detey/,torg_cntr,"Москва, Малая Семёновская улица, 28",6000.0,"[55.784982, 37.715902]",37.715902,55.784982,50.0,Not_defined
454,ТорговыйцентрТорговыйдомЛюкс,https://roomfi.ru/torgovye-tsentry/51202-torgovyy-tsentr-torgovyy-dom-lyuks/,torg_cntr,"Москва, Мичуринский проспект, улица Олимпийская Деревня, 4к1",2000.0,"[55.6775568, 37.4689154]",37.4689154,55.6775568,50.0,Not_defined
455,ТорговыйцентрТимирязевский,https://roomfi.ru/torgovye-tsentry/50972-torgovyy-tsentr-timiryazevskiy/,torg_cntr,"Москва, улица Яблочкова, 21А",5410.0,"[55.819478, 37.578297]",37.578297,55.819478,50.0,Not_defined
456,ТорговыйцентрКамп,https://roomfi.ru/torgovye-tsentry/51304-torgovyy-tsentr-kamp/,torg_cntr,"Москва, улица Менжинского, 36",5700.0,"[55.870475, 37.663248]",37.663248,55.870475,50.0,Not_defined
457,ТорговыйцентрТройка,https://roomfi.ru/torgovye-tsentry/51122-torgovyy-tsentr-troyka/,torg_cntr,"Москва, Россия",144900.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
458,ТорговыйцентрКруг,https://roomfi.ru/torgovye-tsentry/51104-torgovyy-tsentr-krug/,torg_cntr,"Москва, Старокачаловская улица, 5А",7150.0,"[55.5700228, 37.5787488]",37.5787488,55.5700228,50.0,Not_defined
459,ТорговыйцентрСокольники,https://roomfi.ru/torgovye-tsentry/51172-torgovyy-tsentr-sokolniki/,torg_cntr,"Москва, Русаковская улица, 31",24900.0,"[55.7883122, 37.6784069]",37.6784069,55.7883122,50.0,Not_defined
460,ТорговыйцентрПерсей,https://roomfi.ru/torgovye-tsentry/51011-torgovyy-tsentr-persey/,torg_cntr,"Москва, Ленинградское шоссе, 58с26",3600.0,"[55.84238329999999, 37.4805372]",37.4805372,55.84238329999999,50.0,Not_defined
461,ТорговыйцентрТочка,https://roomfi.ru/torgovye-tsentry/51018-torgovyy-tsentr-tochka/,torg_cntr,"Москва, Рязанский проспект, 12",1700.0,"[55.7253222, 37.7612067]",37.7612067,55.7253222,50.0,Not_defined
462,ТорговыйцентрГлобалСити,https://roomfi.ru/torgovye-tsentry/51020-torgovyy-tsentr-global-siti/,torg_cntr,"Москва, Кировоградская улица, 14",16000.0,"[55.622605, 37.606029]",37.606029,55.622605,50.0,Not_defined
463,Торгово-развлекательныйцентрНаХорошевскомшоссе,https://roomfi.ru/torgovye-tsentry/51611-torgovo-razvlekatelnyy-tsentr-na-khoroshevskom-shosse/,torg_cntr,"Москва, Хорошёвское шоссе, 33/1",114000.0,"[55.777535, 37.523094]",37.523094,55.777535,50.0,Not_defined
464,ТорговыйцентрАрфа,https://roomfi.ru/torgovye-tsentry/51041-torgovyy-tsentr-arfa/,torg_cntr,"Москва, Алтуфьевское шоссе, 80",6000.0,"[55.89433099999999, 37.5881681]",37.5881681,55.89433099999999,50.0,Not_defined
465,ТорговыйцентрМаркткауф,https://roomfi.ru/torgovye-tsentry/51113-torgovyy-tsentr-marktkauf/,torg_cntr,"Москва, Новорязанское шоссе",34000.0,"[55.653918, 37.9024816]",37.9024816,55.653918,50.0,Not_defined
466,ТорговыйцентрАреалБеляево-2,https://roomfi.ru/torgovye-tsentry/51346-torgovyy-tsentr-areal-belyaevo-2/,torg_cntr,"Москва, Профсоюзная улица, 102с1",4000.0,"[55.6441797, 37.5267488]",37.5267488,55.6441797,50.0,Not_defined
467,ТорговыйцентрMetroMall-2(Метромолл-2),https://roomfi.ru/torgovye-tsentry/51081-torgovyy-tsentr-metromall-2/,torg_cntr,"Москва, Дмитровское шоссе, 62",19000.0,"[55.8551149, 37.5699319]",37.5699319,55.8551149,50.0,Not_defined
468,Торгово-развлекательныйцентрВива,https://roomfi.ru/torgovye-tsentry/51091-torgovo-razvlekatelnyy-tsentr-viva/,torg_cntr,"Москва, Россия",31000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
469,ТорговыйцентрЕлоховскийпассаж,https://roomfi.ru/torgovye-tsentry/51309-torgovyy-tsentr-elokhovskiy-passazh/,torg_cntr,"Москва, Бауманская улица, 32с2",14178.0,"[55.7724651, 37.6782708]",37.6782708,55.7724651,50.0,Not_defined
470,ТорговыйцентрСавеловский,https://roomfi.ru/torgovye-tsentry/51124-torgovyy-tsentr-savelovskiy/,torg_cntr,"Москва, улица Сущёвский Вал, 5с1",9000.0,"[55.79541320000001, 37.59469440000001]",37.59469440000001,55.79541320000001,50.0,Not_defined
471,Торгово-развлекательныйцентрТриумфальный,https://roomfi.ru/torgovye-tsentry/51432-torgovo-razvlekatelnyy-tsentr-triumfalnyy/,torg_cntr,"Москва, улица Вавилова, 66с2",14000.0,"[55.6830845, 37.5492184]",37.5492184,55.6830845,50.0,Not_defined
472,Торгово-развлекательныйцентрРеутовПарк,https://roomfi.ru/torgovye-tsentry/51207-torgovo-razvlekatelnyy-tsentr-reutov-park/,torg_cntr,"Москва, Носовихинское шоссе",90000.0,"[55.7524056, 37.9039643]",37.9039643,55.7524056,50.0,Not_defined
473,ТорговыйцентрКрокусСитиМолл,https://roomfi.ru/torgovye-tsentry/51128-torgovyy-tsentr-krokus-siti-moll/,torg_cntr,"Москва, МКАД, 66-й километр",62000.0,"[55.81816079999999, 37.3911222]",37.3911222,55.81816079999999,50.0,Not_defined
474,ТорговыйцентрМандарин,https://roomfi.ru/torgovye-tsentry/51218-torgovyy-tsentr-mandarin/,torg_cntr,"Москва, Монтажная улица, 9с1",20568.0,"[55.81447600000001, 37.77325099999999]",37.77325099999999,55.81447600000001,50.0,Not_defined
475,ТорговыйцентрЗвездочканаЮгозападной,https://roomfi.ru/torgovye-tsentry/51258-torgovyy-tsentr-zvezdochka-na-yugo-zapadnoy/,torg_cntr,"Москва, Россия",17500.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
476,ТорговыйцентрМегацентрИталия,https://roomfi.ru/torgovye-tsentry/51173-torgovyy-tsentr-megatsentr-italiya/,torg_cntr,"Москва, улица Академика Пилюгина, 10",10000.0,"[55.669415, 37.539107]",37.539107,55.669415,50.0,Not_defined
477,Торгово-офисныйцентрРогожскаяЗастава,https://roomfi.ru/torgovye-tsentry/51086-torgovo-ofisnyy-tsentr-rogozhskaya-zastava/,torg_cntr,"Москва, шоссе Энтузиастов, 7А",21530.0,"[55.74922669999999, 37.7018339]",37.7018339,55.74922669999999,50.0,Not_defined
478,МногофункциональныйкомплексОмегаПлаза,https://roomfi.ru/torgovye-tsentry/51317-mnogofunktsionalnyy-kompleks-omega-plaza/,torg_cntr,"Москва, улица Ленинская Слобода, 19",100000.0,"[55.7084315, 37.6527952]",37.6527952,55.7084315,50.0,Not_defined
479,Торгово-развлекательныйцентрЧасПик,https://roomfi.ru/torgovye-tsentry/51438-torgovo-razvlekatelnyy-tsentr-chas-pik/,torg_cntr,"Москва, МКАД, 87-й километр",25000.0,"[55.9008076, 37.6226221]",37.6226221,55.9008076,50.0,Not_defined
480,ТорговыйцентрВалдай-центр,https://roomfi.ru/torgovye-tsentry/51235-torgovyy-tsentr-valday-tsentr/,torg_cntr,"Москва, улица Новый Арбат, 11",4000.0,"[55.7521237, 37.596075]",37.596075,55.7521237,50.0,Not_defined
481,ТорговыйцентрРадужный,https://roomfi.ru/torgovye-tsentry/51071-torgovyy-tsentr-raduzhnyy/,torg_cntr,"Москва, Енисейская улица, 19к1",7000.0,"[55.869196, 37.6634239]",37.6634239,55.869196,50.0,Not_defined
482,ТорговыйцентрСМ-1,https://roomfi.ru/torgovye-tsentry/51445-torgovyy-tsentr-sm-1/,torg_cntr,"Москва, Колодезный переулок, 3",4700.0,"[55.798192, 37.697424]",37.697424,55.798192,50.0,Not_defined
483,Торгово-развлекательныйцентрРоллХолл,https://roomfi.ru/torgovye-tsentry/51127-torgovo-razvlekatelnyy-tsentr-roll-kholl/,torg_cntr,"Москва, Холодильный переулок, 3",5000.0,"[55.7083929, 37.62548719999999]",37.62548719999999,55.7083929,50.0,Not_defined
484,ТорговыйцентрГалереяКристалл,https://roomfi.ru/torgovye-tsentry/51323-torgovyy-tsentr-galereya-kristall/,torg_cntr,"Москва, Марксистская улица, 38",5000.0,"[55.7338199, 37.6666008]",37.6666008,55.7338199,50.0,Not_defined
485,Торгово-развлекательныйцентрГород,https://roomfi.ru/torgovye-tsentry/51192-torgovo-razvlekatelnyy-tsentr-gorod/,torg_cntr,"Москва, Россия",128000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
486,ТорговыйцентрМандарин,https://roomfi.ru/torgovye-tsentry/51361-torgovyy-tsentr-mandarin/,torg_cntr,"Москва, Пятницкое шоссе, 39",8712.0,"[55.8550658, 37.3555119]",37.3555119,55.8550658,50.0,Not_defined
487,ТорговыйцентрГородХобби,https://roomfi.ru/torgovye-tsentry/51194-torgovyy-tsentr-gorod-khobbi/,torg_cntr,"Москва, Щёлковское шоссе, 3с1",5000.0,"[55.80389049999999, 37.7529946]",37.7529946,55.80389049999999,50.0,Not_defined
488,ТорговыйцентрЭлектроника,https://roomfi.ru/torgovye-tsentry/51087-torgovyy-tsentr-elektronika/,torg_cntr,"Москва, Ленинский проспект, 99",4800.0,"[55.669982, 37.5205717]",37.5205717,55.669982,50.0,Not_defined
489,ТорговыйцентрАреалКузьминки,https://roomfi.ru/torgovye-tsentry/51289-torgovyy-tsentr-areal-kuzminki/,torg_cntr,"Москва, улица Маршала Чуйкова, 3с3",4200.0,"[55.7032363, 37.7639635]",37.7639635,55.7032363,50.0,Not_defined
490,Торгово-развлекательныйцентрЕреванплаза,https://roomfi.ru/torgovye-tsentry/51141-torgovo-razvlekatelnyy-tsentr-erevan-plaza/,torg_cntr,"Москва, Большая Тульская улица, 13",38150.0,"[55.7087979, 37.6220398]",37.6220398,55.7087979,50.0,Not_defined
491,ТорговыйцентрКолизей,https://roomfi.ru/torgovye-tsentry/50974-torgovyy-tsentr-kolizey/,torg_cntr,"Москва, МКАД, 60-й километр, 4А",6500.0,"[55.766682, 37.37209600000001]",37.37209600000001,55.766682,50.0,Not_defined
492,Торгово-развлекательныйцентрФилион,https://roomfi.ru/torgovye-tsentry/51372-torgovo-razvlekatelnyy-tsentr-filion/,torg_cntr,"Москва, Багратионовский проезд, 5",87900.0,"[55.7438993, 37.5084528]",37.5084528,55.7438993,50.0,Not_defined
493,МногофункциональныйкомплексДоминанта,https://roomfi.ru/torgovye-tsentry/51612-mnogofunktsionalnyy-kompleks-dominanta/,torg_cntr,"Москва, Щукинская улица, 2",4000.0,"[55.809247, 37.48324]",37.48324,55.809247,50.0,Not_defined
494,ТорговыйцентрСавёлки,https://roomfi.ru/torgovye-tsentry/51344-torgovyy-tsentr-savyelki/,torg_cntr,"Москва, Савелкинский проезд, 4к1",16000.0,"[55.9911299, 37.2172575]",37.2172575,55.9911299,50.0,Not_defined
495,ТорговыйцентрОлимп,https://roomfi.ru/torgovye-tsentry/51054-torgovyy-tsentr-olimp/,torg_cntr,"Москва, Свободный проспект, 20А",3406.0,"[55.7512404, 37.816381]",37.816381,55.7512404,50.0,Not_defined
496,ТорговыйцентрЭлектрон,https://roomfi.ru/torgovye-tsentry/50965-torgovyy-tsentr-elektron/,torg_cntr,"Москва, Большая Семёновская улица, 15Ас1",2341.0,"[55.78274099999999, 37.705017]",37.705017,55.78274099999999,50.0,Not_defined
497,ТорговыйцентрИнтер-Север,https://roomfi.ru/torgovye-tsentry/51320-torgovyy-tsentr-inter-sever/,torg_cntr,"Москва, Фестивальная улица, 2А",6040.0,"[55.85396309999999, 37.475858]",37.475858,55.85396309999999,50.0,Not_defined
498,ТорговыйцентрТорговыйцентрнаПервомайской,https://roomfi.ru/torgovye-tsentry/51531-torgovyy-tsentr-torgovyy-tsentr-na-pervomayskoy/,torg_cntr,"Москва, 9-я Парковая улица, 27",6435.0,"[55.7963925, 37.7988688]",37.7988688,55.7963925,50.0,Not_defined
499,Торгово-развлекательныйцентрVegasКрокусСити(ВегасКрокусСити),https://roomfi.ru/torgovye-tsentry/51512-torgovo-razvlekatelnyy-tsentr-vegas-krokus-siti/,torg_cntr,"Москва, МКАД, 66-й километр, вл1",285000.0,"[55.8209118, 37.3895168]",37.3895168,55.8209118,50.0,Not_defined
500,ТорговыйцентрКаширскаяПлаза,https://roomfi.ru/torgovye-tsentry/52970-torgovyy-tsentr-kashirskaya-plaza/,torg_cntr,"Москва, Каширское шоссе, 61к2",195000.0,"[55.607608, 37.7159211]",37.7159211,55.607608,50.0,Not_defined
501,Торгово-развлекательныйцентрVegasКунцево(ВегасКунцево),https://roomfi.ru/torgovye-tsentry/51511-torgovo-razvlekatelnyy-tsentr-vegas-kuntsevo/,torg_cntr,"Москва, МКАД, 56-й километр",286872.0,"[55.726313, 37.37996010000001]",37.37996010000001,55.726313,50.0,Not_defined
502,ОбъектТорговоепомещениенаСлавянскомбульваре,https://roomfi.ru/torgovye-tsentry/52889-obekt-torgovoe-pomeshchenie-na-slavyanskom-bulvare-/,torg_cntr,"Москва, Славянский бульвар, 13к1",5379.0,"[55.7255759, 37.4653634]",37.4653634,55.7255759,50.0,Not_defined
503,Аутлет-центрOutletVillageБелаяДача(АутлетВилладжБелаяДача),https://roomfi.ru/torgovye-tsentry/51622-autlet-tsentr-outlet-village-belaya-dacha/,torg_cntr,"Москва, Россия",40800.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
504,Торгово-развлекательныйцентр5Авеню(ПятаяАвеню),https://roomfi.ru/torgovye-tsentry/50976-torgovo-razvlekatelnyy-tsentr-5-avenyu/,torg_cntr,"Москва, улица Маршала Бирюзова, 32",43586.0,"[55.79976199999999, 37.483005]",37.483005,55.79976199999999,50.0,Not_defined
505,ТорговаягалереяJAZZ(Джаз),https://roomfi.ru/torgovye-tsentry/52950-torgovaya-galereya-jazz/,torg_cntr,"Москва, улица Сущёвский Вал, 49с2",7500.0,"[55.7934468, 37.61182790000001]",37.61182790000001,55.7934468,50.0,Not_defined
506,Торгово-развлекательныйцентрБутовоМолл,https://roomfi.ru/torgovye-tsentry/52947-torgovo-razvlekatelnyy-tsentr-butovo-moll/,torg_cntr,"Москва, поселение Воскресенское, Чечёрский проезд, 51",152655.0,"[55.52503429999999, 37.5159916]",37.5159916,55.52503429999999,50.0,Not_defined
507,Торгово-развлекательныйкомплексFORTвЯсенево(ФортвЯсенево),https://roomfi.ru/torgovye-tsentry/51402-torgovo-razvlekatelnyy-kompleks-fort-v-yasenevo/,torg_cntr,"Москва, Новоясеневский проспект, 11",20448.0,"[55.6067589, 37.5362145]",37.5362145,55.6067589,50.0,Not_defined
508,Торгово-развлекательныйкомплексFORTвОтрадном(Форт),https://roomfi.ru/torgovye-tsentry/51255-torgovo-razvlekatelnyy-kompleks-fort-v-otradnom/,torg_cntr,"Москва, улица Декабристов, 12",37508.0,"[55.8628023, 37.6015962]",37.6015962,55.8628023,50.0,Not_defined
509,Торгово-офисныйкомплексГрафит,https://roomfi.ru/torgovye-tsentry/51606-torgovo-ofisnyy-kompleks-grafit/,torg_cntr,"Москва, Михайловский проезд, 1",22400.0,"[55.731488, 37.685903]",37.685903,55.731488,50.0,Not_defined
510,Торгово-развлекательныйкомплексЕврополисвРостокино(Europolis),https://roomfi.ru/torgovye-tsentry/51100-torgovo-razvlekatelnyy-kompleks-evropolis-v-rostokino/,torg_cntr,"Москва, проспект Мира, 211к2",242594.0,"[55.825908, 37.6484669]",37.6484669,55.825908,50.0,Not_defined
511,Торгово-развлекательныйцентрГудзон(Goodzone),https://roomfi.ru/torgovye-tsentry/51213-torgovo-razvlekatelnyy-tsentr-gudzon/,torg_cntr,"Москва, Каширское шоссе, 14",143720.0,"[55.6644765, 37.6269076]",37.6269076,55.6644765,50.0,Not_defined
