,name,link,status,adress,square,coords,longitude,latitude,rating,Класс:
342,ТорговыйцентрПанфиловский,https://roomfi.ru/torgovye-tsentry/51558-torgovyy-tsentr-panfilovskiy/,torg_cntr,"Москва, Центральный проспект",25127.0,"[55.99189080000001, 37.2136838]",37.2136838,55.99189080000001,50.0,Not_defined
343,Торгово-развлекательныйцентрАвентура,https://roomfi.ru/torgovye-tsentry/51025-torgovo-razvlekatelnyy-tsentr-aventura/,torg_cntr,"Москва, микрорайон Северное Чертаново, 1А",35000.0,"[55.6370648, 37.6000908]",37.6000908,55.6370648,50.0,Not_defined
344,Торгово-развлекательныйцентрКапитолий,https://roomfi.ru/torgovye-tsentry/51102-torgovo-razvlekatelnyy-tsentr-kapitoliy/,torg_cntr,"Москва, Севастопольский проспект, 11Е",55500.0,"[55.6874652, 37.6041556]",37.6041556,55.6874652,50.0,Not_defined
345,ТорговыйцентрОхотныйряд,https://roomfi.ru/torgovye-tsentry/51137-torgovyy-tsentr-okhotnyy-ryad/,torg_cntr,"Москва, Россия",62711.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
346,ТорговыйцентрНахимовский,https://roomfi.ru/torgovye-tsentry/50982-torgovyy-tsentr-nakhimovskiy/,torg_cntr,"Москва, Нахимовский проспект, 20А",3800.0,"[55.668591, 37.591702]",37.591702,55.668591,50.0,Not_defined
347,ТорговыйцентрМанго,https://roomfi.ru/torgovye-tsentry/51129-torgovyy-tsentr-mango/,torg_cntr,"Москва, Кантемировская улица, 6к1",120.0,"[55.6370965, 37.6768327]",37.6768327,55.6370965,50.0,Not_defined
348,ТорговыйцентрКомпас,https://roomfi.ru/torgovye-tsentry/51240-torgovyy-tsentr-kompas/,torg_cntr,"Москва, улица Красная Сосна, 2А",7285.0,"[55.85081169999999, 37.6786995]",37.6786995,55.85081169999999,50.0,Not_defined
349,Олимпикпарк,https://roomfi.ru/torgovye-tsentry/51613--olimpik-park/,torg_cntr,"Москва, Электролитный проезд, 3Б",15970.0,"[55.675918, 37.6138649]",37.6138649,55.675918,50.0,Not_defined
350,ТорговыйцентрТвойДом,https://roomfi.ru/torgovye-tsentry/51059-torgovyy-tsentr-tvoy-dom/,torg_cntr,"Москва, МКАД, 66-й километр",105924.0,"[55.81816079999999, 37.3911222]",37.3911222,55.81816079999999,50.0,Not_defined
351,ТорговыйцентрКовчег,https://roomfi.ru/torgovye-tsentry/51300-torgovyy-tsentr-kovcheg/,torg_cntr,"Москва, Митинская улица, 36к1",8500.0,"[55.8467894, 37.3618092]",37.3618092,55.8467894,50.0,Not_defined
352,ТорговыйцентрСевернаяЕвропа,https://roomfi.ru/torgovye-tsentry/51132-torgovyy-tsentr-severnaya-evropa/,torg_cntr,"Москва, Таллинская улица, 26",8500.0,"[55.799494, 37.4078113]",37.4078113,55.799494,50.0,Not_defined
353,ТорговыйцентрТКДетскихтоваровнаКоломенской,https://roomfi.ru/torgovye-tsentry/50968-torgovyy-tsentr-tk-detskikh-tovarov-na-kolomenskoy/,torg_cntr,"Москва, проспект Андропова, 11к2",8000.0,"[55.688419, 37.6685369]",37.6685369,55.688419,50.0,Not_defined
354,ТорговыйцентрУнивермагМосква,https://roomfi.ru/torgovye-tsentry/51126-torgovyy-tsentr-univermag-moskva/,torg_cntr,"Москва, Ленинский проспект, 54",22970.0,"[55.6979535, 37.56044610000001]",37.56044610000001,55.6979535,50.0,Not_defined
355,Торгово-развлекательныйцентрСвиблово,https://roomfi.ru/torgovye-tsentry/50995-torgovo-razvlekatelnyy-tsentr-sviblovo/,torg_cntr,"Москва, Снежная улица, 27",18215.0,"[55.85645479999999, 37.6533676]",37.6533676,55.85645479999999,50.0,Not_defined
356,ТорговыйцентрДомик,https://roomfi.ru/torgovye-tsentry/51267-torgovyy-tsentr-domik/,torg_cntr,"Москва, МКАД, 53-й километр",8000.0,"[55.7067371, 37.3938679]",37.3938679,55.7067371,50.0,Not_defined
357,ТорговыйцентрМитинскийРадиорынок,https://roomfi.ru/torgovye-tsentry/51118-torgovyy-tsentr-mitinskiy-radiorynok/,torg_cntr,"Москва, Пятницкое шоссе, 18",30000.0,"[55.844417, 37.3838051]",37.3838051,55.844417,50.0,Not_defined
358,ТорговыйцентрЛига,https://roomfi.ru/torgovye-tsentry/51143-torgovyy-tsentr-liga/,torg_cntr,"Москва, Ленинградское шоссе, 5А",35000.0,"[55.81322979999999, 37.5017298]",37.5017298,55.81322979999999,50.0,Not_defined
359,ТорговыйцентрГорбушкиндвор,https://roomfi.ru/torgovye-tsentry/51266-torgovyy-tsentr-gorbushkin-dvor/,torg_cntr,"Москва, Багратионовский проезд, 7к3",60000.0,"[55.7421792, 37.5016554]",37.5016554,55.7421792,50.0,Not_defined
360,Торгово-развлекательныйцентрПерсейдлядетей,https://roomfi.ru/torgovye-tsentry/50971-torgovo-razvlekatelnyy-tsentr-persey-dlya-detey/,torg_cntr,"Москва, Россошанская улица, 6",4000.0,"[55.5927277, 37.6130973]",37.6130973,55.5927277,50.0,Not_defined
361,ТорговыйцентрЕвроМаг,https://roomfi.ru/torgovye-tsentry/51136-torgovyy-tsentr-evromag/,torg_cntr,"Москва, Новочеркасский бульвар, 10к1",10511.0,"[55.6458874, 37.7162421]",37.7162421,55.6458874,50.0,Not_defined
362,Торгово-офисныйцентрТриD,https://roomfi.ru/torgovye-tsentry/51431-torgovo-ofisnyy-tsentr-tri-d/,torg_cntr,"Москва, Нижегородская улица, 50",6500.0,"[55.735383, 37.701631]",37.701631,55.735383,50.0,Not_defined
363,ТорговыйцентрСормовский,https://roomfi.ru/torgovye-tsentry/51458-torgovyy-tsentr-sormovskiy/,torg_cntr,"Москва, Сормовская улица, 6",9730.0,"[55.710778, 37.812055]",37.812055,55.710778,50.0,Not_defined
364,ТорговыйцентрТехноблок31,https://roomfi.ru/torgovye-tsentry/51287-torgovyy-tsentr-tekhno-blok-31/,torg_cntr,"Москва, шоссе Энтузиастов, 31с38",9730.0,"[55.7602702, 37.7548584]",37.7548584,55.7602702,50.0,Not_defined
365,ТорговыйцентрТропа,https://roomfi.ru/torgovye-tsentry/51092-torgovyy-tsentr-tropa/,torg_cntr,"Москва, Профсоюзная улица, 118",7800.0,"[55.6355792, 37.5207557]",37.5207557,55.6355792,50.0,Not_defined
366,ТорговыйцентрАтом,https://roomfi.ru/torgovye-tsentry/51308-torgovyy-tsentr-atom/,torg_cntr,"Москва, Таганская площадь, 86/1с1",4001.0,"[55.741574, 37.652857]",37.652857,55.741574,50.0,Not_defined
367,ТорговыйцентрRealМоллГэллериСигнальный,https://roomfi.ru/torgovye-tsentry/51390-torgovyy-tsentr-real-moll-gelleri-signalnyy/,torg_cntr,"Москва, Сигнальный проезд, 37",23800.0,"[55.8508566, 37.59519390000001]",37.59519390000001,55.8508566,50.0,Not_defined
368,ТорговыйцентрЦарицынский,https://roomfi.ru/torgovye-tsentry/51233-torgovyy-tsentr-tsaritsynskiy/,torg_cntr,"Москва, Луганская улица, 10",5900.0,"[55.622474, 37.667618]",37.667618,55.622474,50.0,Not_defined
369,Торгово-развлекательныйцентрАркадия,https://roomfi.ru/torgovye-tsentry/51094-torgovo-razvlekatelnyy-tsentr-arkadiya/,torg_cntr,"Москва, Россия",38000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
370,Торгово-развлекательныйцентрЦветной,https://roomfi.ru/torgovye-tsentry/51232-torgovo-razvlekatelnyy-tsentr-tsvetnoy/,torg_cntr,"Москва, Цветной бульвар, 15с1",36000.0,"[55.7710991, 37.6199468]",37.6199468,55.7710991,50.0,Not_defined
371,ТорговыйцентрРтс,https://roomfi.ru/torgovye-tsentry/51070-torgovyy-tsentr-rts/,torg_cntr,"Москва, Россия",10000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
372,ТорговыйцентрТвойдом,https://roomfi.ru/torgovye-tsentry/51462-torgovyy-tsentr-tvoy-dom/,torg_cntr,"Москва, МКАД, 24-й километр",60000.0,"[55.5887341, 37.7223914]",37.7223914,55.5887341,50.0,Not_defined
373,ТорговыйцентрМетромаркетнаСоколе,https://roomfi.ru/torgovye-tsentry/51144-torgovyy-tsentr-metromarket-na-sokole/,torg_cntr,"Москва, Ленинградский проспект, 76А",6000.0,"[55.805841, 37.51514299999999]",37.51514299999999,55.805841,50.0,Not_defined
374,ТорговыйцентрКронПарк,https://roomfi.ru/torgovye-tsentry/50978-torgovyy-tsentr-kronpark/,torg_cntr,"Москва, Кронштадтский бульвар, 9",14000.0,"[55.8423217, 37.4881293]",37.4881293,55.8423217,50.0,Not_defined
375,ТорговыйцентрСтолицаСолнцево,https://roomfi.ru/torgovye-tsentry/51429-torgovyy-tsentr-stolitsa-solntsevo/,torg_cntr,"Москва, Солнцевский проспект, 21",15000.0,"[55.647048, 37.4116481]",37.4116481,55.647048,50.0,Not_defined
376,ТорговыйцентрДружба,https://roomfi.ru/torgovye-tsentry/50964-torgovyy-tsentr-druzhba/,torg_cntr,"Москва, Новослободская улица, 4",16700.0,"[55.78003769999999, 37.6011858]",37.6011858,55.78003769999999,50.0,Not_defined
377,ТорговыйцентрКонфетти,https://roomfi.ru/torgovye-tsentry/51514-torgovyy-tsentr-konfetti/,torg_cntr,"Москва, Нагатинская улица, 16",52000.0,"[55.6791137, 37.6408287]",37.6408287,55.6791137,50.0,Not_defined
378,ТорговыйцентрRoomer(Румер),https://roomfi.ru/torgovye-tsentry/51486-torgovyy-tsentr-roomer/,torg_cntr,"Москва, улица Ленинская Слобода, 26",86000.0,"[55.70985040000001, 37.6544602]",37.6544602,55.70985040000001,50.0,Not_defined
379,ТорговыйцентрАСТ,https://roomfi.ru/torgovye-tsentry/51497-torgovyy-tsentr-ast/,torg_cntr,"Москва, Измайловское шоссе, 71А",20990.0,"[55.780759, 37.738035]",37.738035,55.780759,50.0,Not_defined
380,Торгово-развлекательныйцентрРогожскаязастава,https://roomfi.ru/torgovye-tsentry/51521-torgovo-razvlekatelnyy-tsentr-rogozhskaya-zastava/,torg_cntr,"Москва, шоссе Энтузиастов, 7А",20000.0,"[55.74922669999999, 37.7018339]",37.7018339,55.74922669999999,50.0,Not_defined
381,Торгово-офисныйцентрАэробус,https://roomfi.ru/torgovye-tsentry/51006-torgovo-ofisnyy-tsentr-aerobus/,torg_cntr,"Москва, Россия",30000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
382,Торгово-развлекательныйцентрХорошо!,https://roomfi.ru/torgovye-tsentry/52893-torgovo-razvlekatelnyy-tsentr-khorosho/,torg_cntr,"Москва, Россия",30000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
383,Торгово-развлекательныйцентрГалереяВодолейДомодедовская,https://roomfi.ru/torgovye-tsentry/51391-torgovo-razvlekatelnyy-tsentr-galereya-vodoley-domodedovskaya/,torg_cntr,"Москва, Ореховый бульвар, 15",13500.0,"[55.61092799999999, 37.7066594]",37.7066594,55.61092799999999,50.0,Not_defined
384,Бизнес-центрМожайский,https://roomfi.ru/torgovye-tsentry/50955-biznes-tsentr-mozhayskiy/,torg_cntr,"Москва, Можайское шоссе, 166Б",11465.0,"[55.7222685, 37.4446683]",37.4446683,55.7222685,50.0,Not_defined
385,Бизнес-центрТеплыйстан,https://roomfi.ru/torgovye-tsentry/50953-biznes-tsentr-teplyy-stan/,torg_cntr,"Москва, улица Генерала Тюленева, 4Ас3",6000.0,"[55.625501, 37.48343800000001]",37.48343800000001,55.625501,50.0,Not_defined
386,ТорговыйцентрEgomall(Эгомолл),https://roomfi.ru/torgovye-tsentry/51115-torgovyy-tsentr-egomall/,torg_cntr,"Москва, проезд Дежнёва, 23А",11240.0,"[55.870455, 37.63808909999999]",37.63808909999999,55.870455,50.0,Not_defined
387,ТорговыйцентрПервомайский,https://roomfi.ru/torgovye-tsentry/51159-torgovyy-tsentr-pervomayskiy/,torg_cntr,"Москва, Россия",6400.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
388,Торгово-развлекательныйцентрГУМ,https://roomfi.ru/torgovye-tsentry/50988-torgovo-razvlekatelnyy-tsentr-gum/,torg_cntr,"Москва, Красная площадь, 3",74900.0,"[55.7546025, 37.62159949999999]",37.62159949999999,55.7546025,50.0,Not_defined
389,ТорговыйцентрЗвездочка,https://roomfi.ru/torgovye-tsentry/51043-torgovyy-tsentr-zvezdochka/,torg_cntr,"Москва, Таганская улица, 1с1",6000.0,"[55.73939799999999, 37.6650161]",37.6650161,55.73939799999999,50.0,Not_defined
390,Торгово-офисныйцентрСавеловград,https://roomfi.ru/torgovye-tsentry/51444-torgovo-ofisnyy-tsentr-savelovgrad/,torg_cntr,"Москва, Складочная улица, 1с15",7500.0,"[55.8029935, 37.5934982]",37.5934982,55.8029935,50.0,Not_defined
391,Торгово-развлекательныйцентрМегаполис,https://roomfi.ru/torgovye-tsentry/51339-torgovo-razvlekatelnyy-tsentr-megapolis/,torg_cntr,"Москва, проспект Андропова, 8",72000.0,"[55.695887, 37.665174]",37.665174,55.695887,50.0,Not_defined
392,ТорговыйцентрГалереяВодолей,https://roomfi.ru/torgovye-tsentry/51205-torgovyy-tsentr-galereya-vodoley/,torg_cntr,"Москва, Ореховый бульвар, 15",16000.0,"[55.61092799999999, 37.7066594]",37.7066594,55.61092799999999,50.0,Not_defined
393,Торгово-развлекательныйцентрДетскийМир,https://roomfi.ru/torgovye-tsentry/51049-torgovo-razvlekatelnyy-tsentr-detskiy-mir/,torg_cntr,"Москва, Театральный проезд, 5с1",73000.0,"[55.76018699999999, 37.625777]",37.625777,55.76018699999999,50.0,Not_defined
394,ТорговыйцентрАлыепаруса,https://roomfi.ru/torgovye-tsentry/51196-torgovyy-tsentr-alye-parusa/,torg_cntr,"Москва, Авиационная улица, 66",12000.0,"[55.8100419, 37.459767]",37.459767,55.8100419,50.0,Not_defined
395,Торгово-развлекательныйцентрРиоРеутов,https://roomfi.ru/torgovye-tsentry/51298-torgovo-razvlekatelnyy-tsentr-rio-reutov/,torg_cntr,"Москва, Россия",175000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
396,ТорговыйцентрнаДмитровскомшоссе,https://roomfi.ru/torgovye-tsentry/51536-torgovyy-tsentr-na-dmitrovskom-shosse/,torg_cntr,"Москва, Дмитровское шоссе, 108",4000.0,"[55.88523, 37.545162]",37.545162,55.88523,50.0,Not_defined
397,ТорговыйцентрЮжныймолл,https://roomfi.ru/torgovye-tsentry/51121-torgovyy-tsentr-yuzhnyy-moll/,torg_cntr,"Москва, МКАД, 26-й километр",187000.0,"[55.5788309, 37.6961589]",37.6961589,55.5788309,50.0,Not_defined
398,ТорговыйцентрДаниэль,https://roomfi.ru/torgovye-tsentry/51181-torgovyy-tsentr-daniel/,torg_cntr,"Москва, Соколово-Мещёрская улица, 25",187000.0,"[55.9036127, 37.3847168]",37.3847168,55.9036127,50.0,Not_defined
399,ТорговыйцентрМетромаркетнаПролетарской,https://roomfi.ru/torgovye-tsentry/51238-torgovyy-tsentr-metromarket-na-proletarskoy/,torg_cntr,"Москва, 3-й Крутицкий переулок, 18",3500.0,"[55.731829, 37.6639879]",37.6639879,55.731829,50.0,Not_defined
400,ТорговыйцентрАрфа,https://roomfi.ru/torgovye-tsentry/50984-torgovyy-tsentr-arfa/,torg_cntr,"Москва, МКАД, 73-й километр",10000.0,"[55.8748476, 37.4224754]",37.4224754,55.8748476,50.0,Not_defined
401,ТорговыйцентрМоскворечье,https://roomfi.ru/torgovye-tsentry/51419-torgovyy-tsentr-moskvoreche/,torg_cntr,"Москва, Каширское шоссе, 26",30000.0,"[55.6536266, 37.6469331]",37.6469331,55.6536266,50.0,Not_defined
402,ТорговыйцентрСтолица,https://roomfi.ru/torgovye-tsentry/51328-torgovyy-tsentr-stolitsa/,torg_cntr,"Москва, Кустанайская улица, 6",9500.0,"[55.619619, 37.7521428]",37.7521428,55.619619,50.0,Not_defined
403,Торгово-офисныйцентрПетровскийПассаж,https://roomfi.ru/torgovye-tsentry/51292-torgovo-ofisnyy-tsentr-petrovskiy-passazh/,torg_cntr,"Москва, улица Петровка, 10",35000.0,"[55.7656879, 37.6150015]",37.6150015,55.7656879,50.0,Not_defined
404,ТорговыйцентрНашГипермаркет,https://roomfi.ru/torgovye-tsentry/51302-torgovyy-tsentr-nash-gipermarket/,torg_cntr,"Москва, Бибиревская улица, 10к2",18620.0,"[55.881431, 37.60240700000001]",37.60240700000001,55.881431,50.0,Not_defined
405,ТорговыйцентрМаркосМолл,https://roomfi.ru/torgovye-tsentry/51248-torgovyy-tsentr-markos-moll/,torg_cntr,"Москва, Алтуфьевское шоссе, 70к1",42000.0,"[55.8485542, 37.583099]",37.583099,55.8485542,50.0,Not_defined
406,ТорговыйцентрКазанский,https://roomfi.ru/torgovye-tsentry/51174-torgovyy-tsentr-kazanskiy/,torg_cntr,"Москва, Комсомольская улица, 3А",6500.0,"[55.950118, 37.34276]",37.34276,55.950118,50.0,Not_defined
407,ТорговыйцентрОгнистолицы,https://roomfi.ru/torgovye-tsentry/51072-torgovyy-tsentr-ogni-stolitsy/,torg_cntr,"Москва, Алтуфьевское шоссе, 95",4871.0,"[55.901967, 37.585635]",37.585635,55.901967,50.0,Not_defined
408,Торгово-развлекательныйцентрКапитолий,https://roomfi.ru/torgovye-tsentry/51151-torgovo-razvlekatelnyy-tsentr-kapitoliy/,torg_cntr,"Москва, Каширское шоссе, 61к2",29754.0,"[55.607608, 37.7159211]",37.7159211,55.607608,50.0,Not_defined
409,ТорговыйцентрВавилон-92,https://roomfi.ru/torgovye-tsentry/51123-torgovyy-tsentr-vavilon-92/,torg_cntr,"Москва, проезд Дежнёва, 23",7127.0,"[55.869692, 37.637147]",37.637147,55.869692,50.0,Not_defined
410,Торгово-развлекательныйцентрЛ-153,https://roomfi.ru/torgovye-tsentry/51103-torgovo-razvlekatelnyy-tsentr-l-153/,torg_cntr,"Москва, Люблинская улица, 153",90000.0,"[55.6589508, 37.7416326]",37.7416326,55.6589508,50.0,Not_defined
411,ТорговыйцентрВиттеМолл2,https://roomfi.ru/torgovye-tsentry/51116-torgovyy-tsentr-vitte-moll-2/,torg_cntr,"Москва, Староватутинский проезд, 11",33000.0,"[55.8741102, 37.6696179]",37.6696179,55.8741102,50.0,Not_defined
412,ТорговыйцентрПрестиж-М,https://roomfi.ru/torgovye-tsentry/51567-torgovyy-tsentr-prestizh-m/,torg_cntr,"Москва, Сокольническая площадь, 9А",10000.0,"[55.7904551, 37.679759]",37.679759,55.7904551,50.0,Not_defined
413,ТорговыйцентрGreenMall,https://roomfi.ru/torgovye-tsentry/51538-torgovyy-tsentr-green-mall/,torg_cntr,"Москва, 2-й Хорошёвский проезд, 7А",315000.0,"[55.773368, 37.533034]",37.533034,55.773368,50.0,Not_defined
414,ТорговыйцентрАреалБеляево,https://roomfi.ru/torgovye-tsentry/51222-torgovyy-tsentr-areal-belyaevo/,torg_cntr,"Москва, Профсоюзная улица, 102с1",5500.0,"[55.6441797, 37.5267488]",37.5267488,55.6441797,50.0,Not_defined
415,Торгово-развлекательныйцентрНебо,https://roomfi.ru/torgovye-tsentry/50993-torgovo-razvlekatelnyy-tsentr-nebo/,torg_cntr,"Москва, улица Авиаторов",62000.0,"[55.64384519999999, 37.4005939]",37.4005939,55.64384519999999,50.0,Not_defined
416,ТорговыйцентрZodiac(Зодиак),https://roomfi.ru/torgovye-tsentry/51380-torgovyy-tsentr-zodiac/,torg_cntr,"Москва, Новотушинский проезд, 10к2",4300.0,"[55.839039, 37.378738]",37.378738,55.839039,50.0,Not_defined
417,ТорговыйцентрВешняковскийпассаж,https://roomfi.ru/torgovye-tsentry/50981-torgovyy-tsentr-veshnyakovskiy-passazh/,torg_cntr,"Москва, Вешняковская улица, 22А",8500.0,"[55.720428, 37.82218]",37.82218,55.720428,50.0,Not_defined
418,ТорговыйцентрЛюблинскийпассаж,https://roomfi.ru/torgovye-tsentry/51228-torgovyy-tsentr-lyublinskiy-passazh/,torg_cntr,"Москва, Краснодарская улица, 51к2",6320.0,"[55.6770544, 37.7652513]",37.7652513,55.6770544,50.0,Not_defined
419,ТорговыйцентрУютныйДом,https://roomfi.ru/torgovye-tsentry/50980-torgovyy-tsentr-uyutnyy-dom/,torg_cntr,"Москва, Сосновая аллея, 6",5600.0,"[55.8196896, 37.4643482]",37.4643482,55.8196896,50.0,Not_defined
420,ТорговыйцентрЗатонка,https://roomfi.ru/torgovye-tsentry/51219-torgovyy-tsentr-zatonka/,torg_cntr,"Москва, Затонная улица, 11к2А",1465.0,"[55.679557, 37.6844253]",37.6844253,55.679557,50.0,Not_defined
421,ТорговыйцентрШангал,https://roomfi.ru/torgovye-tsentry/51322-torgovyy-tsentr-shangal/,torg_cntr,"Москва, Зелёный проспект, 62А",13000.0,"[55.75086, 37.820539]",37.820539,55.75086,50.0,Not_defined
422,Торгово-развлекательныйцентрРио,https://roomfi.ru/torgovye-tsentry/51488-torgovo-razvlekatelnyy-tsentr-rio/,torg_cntr,"Москва, МКАД, 2-й километр, 2",175000.0,"[55.7703, 37.84249]",37.84249,55.7703,50.0,Not_defined
423,ТорговыйцентрГалереяМосква,https://roomfi.ru/torgovye-tsentry/51313-torgovyy-tsentr-galereya-moskva/,torg_cntr,"Москва, улица Охотный Ряд, 2",187000.0,"[55.7569531, 37.6175953]",37.6175953,55.7569531,50.0,Not_defined
424,Торгово-офисныйцентрГостиныйдвор,https://roomfi.ru/torgovye-tsentry/51080-torgovo-ofisnyy-tsentr-gostinyy-dvor/,torg_cntr,"Москва, улица Ильинка, 4",81600.0,"[55.754143, 37.6252777]",37.6252777,55.754143,50.0,Not_defined
425,ТорговыйцентрТвинПлаза,https://roomfi.ru/torgovye-tsentry/50994-torgovyy-tsentr-tvin-plaza/,torg_cntr,"Москва, Новоясеневский проспект, 2Ас1",6500.0,"[55.6177974, 37.5056609]",37.5056609,55.6177974,50.0,Not_defined
426,ТорговыйцентрРоссошанка,https://roomfi.ru/torgovye-tsentry/51083-torgovyy-tsentr-rossoshanka/,torg_cntr,"Москва, Россошанская улица, 4к2",900.0,"[55.593526, 37.6106036]",37.6106036,55.593526,50.0,Not_defined
427,ТорговыйцентрАлфавит,https://roomfi.ru/torgovye-tsentry/51166-torgovyy-tsentr-alfavit/,torg_cntr,"Москва, улица Поляны, 7",14000.0,"[55.55236439999999, 37.55232300000001]",37.55232300000001,55.55236439999999,50.0,Not_defined
428,ТорговыйцентрМосковский,https://roomfi.ru/torgovye-tsentry/51105-torgovyy-tsentr-moskovskiy/,torg_cntr,"Москва, Россия",25000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
429,ТорговыйцентрАльмирал,https://roomfi.ru/torgovye-tsentry/51048-torgovyy-tsentr-almiral/,torg_cntr,"Москва, проспект Вернадского, 86Бс1",39400.0,"[55.6824034, 37.5170778]",37.5170778,55.6824034,50.0,Not_defined
430,ТорговыйцентрПанорама,https://roomfi.ru/torgovye-tsentry/51345-torgovyy-tsentr-panorama/,torg_cntr,"Москва, Россия",15000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
431,ТорговыйцентрБратиславский,https://roomfi.ru/torgovye-tsentry/51189-torgovyy-tsentr-bratislavskiy/,torg_cntr,"Москва, Мячковский бульвар, 3А",3078.0,"[55.65793499999999, 37.751474]",37.751474,55.65793499999999,50.0,Not_defined
432,Торгово-офисныйцентрФонтанка,https://roomfi.ru/torgovye-tsentry/51010-torgovo-ofisnyy-tsentr-fontanka/,torg_cntr,"Москва, Можайское шоссе",3889.0,"[55.7185548, 37.4175429]",37.4175429,55.7185548,50.0,Not_defined
433,Торгово-развлекательныйцентрГагаринский,https://roomfi.ru/torgovye-tsentry/51315-torgovo-razvlekatelnyy-tsentr-gagarinskiy/,torg_cntr,"Москва, улица Вавилова, 3",200000.0,"[55.70691679999999, 37.5920881]",37.5920881,55.70691679999999,50.0,Not_defined
434,Торгово-развлекательныйцентрЧасПик,https://roomfi.ru/torgovye-tsentry/51206-torgovo-razvlekatelnyy-tsentr-chas-pik/,torg_cntr,"Москва, МКАД, 87-й километр",25000.0,"[55.9008076, 37.6226221]",37.6226221,55.9008076,50.0,Not_defined
435,ТорговыйцентрПавелецкийпассаж,https://roomfi.ru/torgovye-tsentry/51171-torgovyy-tsentr-paveletskiy-passazh/,torg_cntr,"Москва, Новокузнецкая улица, 39",1800.0,"[55.7323227, 37.6355935]",37.6355935,55.7323227,50.0,Not_defined
436,ТорговыйцентрBigbox(БигБокс),https://roomfi.ru/torgovye-tsentry/51227-torgovyy-tsentr-big-box/,torg_cntr,"Москва, Пятницкое шоссе, 6-й километр",68000.0,"[55.8374361, 37.388293]",37.388293,55.8374361,50.0,Not_defined
437,Торгово-развлекательныйцентрЩука,https://roomfi.ru/torgovye-tsentry/51117-torgovo-razvlekatelnyy-tsentr-shchuka/,torg_cntr,"Москва, Щукинская улица, 42",105000.0,"[55.8082964, 37.4655211]",37.4655211,55.8082964,50.0,Not_defined
438,Торгово-развлекательныйцентрXL-1(ИксЭль-1),https://roomfi.ru/torgovye-tsentry/51377-torgovo-razvlekatelnyy-tsentr-xl-1/,torg_cntr,"Москва, Дмитровское шоссе, 89",32000.0,"[55.863811, 37.5452283]",37.5452283,55.863811,50.0,Not_defined
439,Торгово-офисныйцентрНеглиннаяPlaza,https://roomfi.ru/torgovye-tsentry/51421-torgovo-ofisnyy-tsentr-neglinnaya-plaza/,torg_cntr,"Москва, Трубная площадь, 2",75000.0,"[55.7668307, 37.622384]",37.622384,55.7668307,50.0,Not_defined
440,АвтомобильныйторговыйкомплексАнгарАвто,https://roomfi.ru/torgovye-tsentry/51618-avtomobilnyy-torgovyy-kompleks-angar-avto/,torg_cntr,"Москва, МКАД, 50-й километр",22000.0,"[55.68526430000001, 37.4138735]",37.4138735,55.68526430000001,50.0,Not_defined
441,ТорговыйцентрСеменовскийпассаж,https://roomfi.ru/torgovye-tsentry/51108-torgovyy-tsentr-semenovskiy-passazh/,torg_cntr,"Москва, Большая Семёновская улица, 49А",41000.0,"[55.7818189, 37.7164727]",37.7164727,55.7818189,50.0,Not_defined
442,Торгово-развлекательныйцентрМегаТеплыйСтан,https://roomfi.ru/torgovye-tsentry/51416-torgovo-razvlekatelnyy-tsentr-mega-teplyy-stan/,torg_cntr,"Москва, МКАД, 41-й километр",189076.0,"[55.6143492, 37.487972]",37.487972,55.6143492,50.0,Not_defined
443,ТорговыйцентрРогожскиеТорговыеРяды,https://roomfi.ru/torgovye-tsentry/51278-torgovyy-tsentr-rogozhskie-torgovye-ryady/,torg_cntr,"Москва, улица Рогожский Вал, 5с1",8000.0,"[55.7444833, 37.6789222]",37.6789222,55.7444833,50.0,Not_defined
444,ТорговыйцентрВаршавский,https://roomfi.ru/torgovye-tsentry/51310-torgovyy-tsentr-varshavskiy/,torg_cntr,"Москва, Россия",30000.0,"[55.755826, 37.6172999]",37.6172999,55.755826,50.0,Not_defined
445,ТорговыйцентрДисконт-центр,https://roomfi.ru/torgovye-tsentry/51335-torgovyy-tsentr-diskont-tsentr/,torg_cntr,"Москва, улица Орджоникидзе, 11",30000.0,"[55.7063861, 37.5962942]",37.5962942,55.7063861,50.0,Not_defined
446,ТорговыйцентрРублевскийТЦмоды,https://roomfi.ru/torgovye-tsentry/51165-torgovyy-tsentr-rublevskiy-tts-mody/,torg_cntr,"Москва, Рублёвское шоссе, 48/1",10500.0,"[55.753784, 37.406429]",37.406429,55.753784,50.0,Not_defined
